"4","Poachers Putting Endangered Rhinos at Risk (AP)","AP - Gangs of poachers in Congo have been slaughtering the world's minuscule population of northern white rhinos, reducing the population by about one-half in just more than a year, a key conservation organization said Friday."
"4","Experts Downplay Texas Shark Attacks (AP)","AP - Three shark attacks off the Texas coast in the past two months are unusual but don't mean there are more sharks than normal along the beach or that they are getting bolder, marine biologists and other experts say."
"4","Study Says Birds Feed Other Birds' Young (AP)","AP - It's a lesson many little humans could learn from baby birds: Sometimes, being nice to other youngsters pays off. Brown-headed cowbirds, like several other bird species, leave their eggs in the nests of other birds, who then feed and raise the cowbird chicks."
"4","Canadian Team Joins Rocket Launch Contest (AP)","AP - The  #36;10 million competition to send a private manned rocket into space started looking more like a race Thursday, when a Canadian team announced plans to launch its rocket three days after an American group intends to begin qualifying for the Ansari X prize."
"4","Universities to Build Largest Telescope (AP)","AP - The University of Texas and Texas A amp;M University are planning to construct what they call the world's largest telescope with the help of a Houston businessman's  #36;1.25 million gift."
"4","Mauritanian Capital Battles Locust Swarm (AP)","AP - Residents burned tires and trash in the streets Thursday trying to drive off swarms of locusts descending on the region in what a U.N. agency called the worst sub-Saharan invasion in more than a decade."
"4","Customers of Telco Companies Face Privacy Breach","A security advisory posted on Bugtraq demonstrates how hackers can compromise customers of T-mobile wireless and Verizon (landline) voicemail boxes. The advisory talks about the use of Caller-ID spoofing the customers number, allowing a bypass of the PIN code since the voicemail thinks that the customer is calling to check their own voicemail. According to Secure Science Corporation, there has been no response from the vendors. Comments have been posted that T-Mobile has optional PIN code protection off by default. Better turn it on. "
"4","Mozilla To Add Support For XForms, World Yawns","It's ironic that Microsoft could help further cement its dominance in the browser market by joining its largest rival in an effort to support web standards.  nbsp;At the same time, that act would go a long way towards improving the web in general for developers and users alike."
"4","Junk faxes to be legalized as  quot;opt-out? quot;","The Register ran a story on August 6th called 'Phone spam misery looms stateside.' It seems that there's legislative nastiness underway in Washington, DC to essentially gut the existing junk fax law, and replace it with a marketer's wet dream."
"4","Biased Against Whom?","Liberal bias versus right-wing conspiracy is a wonderful distraction. There is evidence enough on both sides. How can opposite claims be true? Confront a physicist with evidence supporting contradictory hypotheses and she will go looking for a more basic cause. Let's try that."
"4","The Visual World of Michel Gondry","A month ago I was introduced to the works of Michel Gondry.  In short, I was amazed and tantalized by his short films and music videos.  Even if you haven't heard of him, you've probably seen his many works in Gap commercials, various music videos, and the recent movie Eternal Sunshine of the Spotless Mind.    Many of his works explode with visual elements that, when taken alone, are simple and mundane.  However, under his masterful guidance, these elements come together to form a highly mesmerizing visual experience.  He never ceases to push visual technologies and challenge our ideas about the visual medium."
"4","The Austral-Asian Strike Fighter","The Australian Defence Force must defend and project across an air-sea gap. This requires long range autonomous strike weaponry. The Joint Strike Fighter does not solve this issue and detrimentally places added pressure on Australia's limited force of aerial refuelling assets. The world's defence manufacturers are not creating strike platforms that solve Australian needs. For this reason, Australia needs to look to other nations with similar defence needs. In this case, Japan, South Korea and Taiwan all face defending an air-sea gap. Australia should enter a partnership with these nations to create a strike fighter that satisfies the strategic needs of defending an air-sea gap. The benefits of such a partnership will be many."
"4","Insecurity: (Or Why Americans Aren't Feeling The Recovery)","The New Republic's website is currently carrying an interesting piece which tries to explain the anomaly that although the US economy is growing, a lot of its citizens are still feeling worse off. The article explains the results of a 40 year panel study which has shown that although mean incomes have increased, income variability has increased massively, causing many Americans to feel less well off, despite the growing economy.      "
"4","The Great K5 Limerick Contest","Queue submissions being scarce, I suggest we all submit limericks for consideration.  Mod up your favorites.    I'm no poet, so I'll submit a favorite of my childhood:    There was a young woman named Bright,  Who traveled much faster than light    She set out one day  In a relative way    And returned on the previous night.    I'm afraid I don't remember the author."
"4","RuntimeProperties... Reflection from System Properties","\\Java developers often load system properties to customize the runtime behavior\of their applications.\\For example a develoepr could define a 'max_connections' system property to\define the maximum number of TCP connections that their application server can\support.  While nice, this prevents all other applications from using this\variable name.\\The first reaction to this would be to namespace your variable names.  Instead\of using max_connections you would now use\'my.application.Server.MAX_CONNECTIONS' as your property name.  This works of\course but now you have to load this property on startup.\\public static int MAX_CONNECTIONS = Integer.parseInt( System.getProperty(\""my.application.Se ...\\"
"4","Thank You IBM!","\\I just wanted to say thanks to IBM for Open Sourcing  Cloudscape .\\You guys really have your act together.  Keep up the good work!\\"
"4","LinuxWorld, IDs, and Privacy","\\Today Jonathan Moore  and I headed over to LinuxWorld after lunch to see what\kind of cool hardware and Linux hacks they had on the expo floor.\\Only \$15 to get in the door so I figure why not.\\I'm a bit of a privacy freak.  When you're trading some security for liberty\there are situations where it *might* be worth it.  In situations of extreme\violence having the police by your side might be a good idea.  \\I think we can all agree that trading liberty for *nothing* isn't worth it.\This country was *founded* on liberty after the British were abusing their\colonial powers.  Every true American should cherish their liberty and think\long and hard about just turning them over for no reason.\ ...\\"
"4","My Blog as a Time Machine","\\I'm starting to realize that my blog is a bit of a time machine.  For example I\can create a blog entry to warn myself about something that WILL happen in the\future.  \\My current NTP  blog entry is a good example.  I wrote this for myself as\much as for the people who read my blog (or find me via Google).\\I know for sure that NTP on Debian is going to bite me sometime in the future\and I'm going to forget WHY.  Then I'm going to (of course) go to Google or my\aggregator and search for NTP and then find my blog post.  \\I've done this about a dozen times now and its saved me a TON of time!\\"
"4","NTP in Debian","\\The Network Time Daemon (NTP  Daemon) implementation within Debian leaves a\lot to be desired.\\First off they don't include it with a working config.  You have to create your\own /etc/ntpd.conf.  To make matters worse the configuration doesn't accept DNS\names so you have to manually enter IPs.  Fun.  I can understand that they might\not want to provide ONE configuration and overwhelm one or two NTP servers but\they can provide a dynamic config that balances load among all available\servers.  There is of course the public serves list  but you have to Google\for it.\\All you really need to do here is enter a list of servers:\\server time.nist.gov\\server 192.43.244.18\"
"4","Pretty Log4J","\\I've been a big fan of Log4J  for a while now but haven't migrated any code\over for one central reason.  The following line of code:\\    final static Logger logger = Logger.getLogger( ""some.name"" );\\... is amazingly ugly and difficult to work with.\\Most people use Log4J with a logger based on the classname:\\So we would probably see:\\    static Logger logger = Logger.getLogger( ""org.apache.commons.feedparser.locate.FeedLocator"" );\\Which is amazingly verbose.  A lot of developers shorten this to:\\    static Logger logger = Logger.getLogger( FeedLocator.class );\\But this still leaves us with cut and paste errors.\\What if we could just reduce it to:\\    static Logger logger = Logger.g ...\\"
"4","Saudis: Bin Laden associate surrenders","\\""(CNN) -- A longtime associate of al Qaeda leader Osama bin Laden surrendered to\Saudi Arabian officials Tuesday, a Saudi Interior Ministry official said.""\\""But it is unclear what role, if any, Khaled al-Harbi may have had in any terror\attacks because no public charges have been filed against him.""\\""The Saudi government -- in a statement released by its embassy in Washington --\called al-Harbi's surrender ""the latest direct result"" of its limited, one-month\offer of leniency to terror suspects.""\\This is great!  I hope this really starts to pay off.  Creative solutions to\terrorism that don't involve violence.  \\How refreshing! \\Are you paying attention Bush administration?\\"
"4","Mozilla Exceptions (mexception)","\\For some reason I never released this code.\\I developed it while working on NewsMonster and just forgot I think\\It's an extension for Mozilla that allows you to see all runtime exceptions\(with full stack traces) that are unhandled by Mozilla. \\Just install it and if your code generates an unhandled exception it will show\up in the logs and on the console.\\Very handy for doing any hardcore Mozilla development.\\"
"4","Ron Regan Jr is My Kinda Guy","\\""Now that the country is awash in Reagan nostalgia, some observers are predicting\that you will enter politics. Would you like to be president of the United\States?""\\""I would be unelectable. I'm an atheist. As we all know, that is something\people won't accept.""\\""What would you do if Senator Kerry asked you to be his vice president?""\\""I would question his sanity.""\\""Do you ever go to church?""\\""No. I visit my wife's sangha.""\\""So you sometimes practice Buddhism?""\\""I don't claim anything. But my sympathies would be in that direction. I admire\the fact that the central core of Buddhist teaching involves mindfulness and\loving kindness and compassion.""\\So lets get this straight.  He's an a ...\\"
"4","Al Qaeda member surrenders","\\""RIYADH, Saudi Arabia (CNN) -- One of Saudi Arabia's most wanted militants has\turned himself into the authorities, the first senior suspect to surrender under\a one-month government amnesty announced last week.""\\""Othman Al-Omari, number 19 on Saudi Arabia's most wanted list of 26, accepted\King Fahd's offer of amnesty, which was made last week, according to Saudi\sources Monday.""\\""Al-Omari, who turned himself in on Sunday night, was a business partner of\Shaban Al Shihri -- the first al Qaeda member to accept the offer when he turned\himself in Friday.""\\When I first saw this I was really upset.  I thought that it would certainly\lead to more violence if they just let terrorists off the ...\\"
"4","Mission Accomplished!","\\""BAGHDAD, Iraq (CNN) -- Members of Iraq's interim government took an oath of\office Monday just hours after the United States returned the nation's\sovereignty, two days ahead of schedule.""\\""Led by Iraq's interim Prime Minister Ayad Allawi, each member of the new\government placed a hand on the Koran and promised to serve with sincerity and\impartiality. Iraqi flags lined the wall behind them.""\\Iraq!  Now with 100 less Coalition Provisional Authority!  Act now and get a\free Weapon of Mass Destruction (offer only available in Syria, Jordan, Saudi\Arabia, Pakistan, Syria and Iran).\\Also check out our new Puppet Government!  Keeps the kids occupied for hours!\\"
"4","Java3D - Half Right","\\SUN has announced that Java3D will be released in a different manner than any\other SUN project in existence.\\""We announce the availability of the source code for the Java 3D API on\java.net.  We are involving developers in the evolution of the Java 3D API.\Come join the Java 3D projects on java.net, and download the source code for\the core Java 3D API, vecmath, the Java 3D core utilities, and the Java 3D\program examples.""\\The key thing here is that they have provided the core utils under a BSD license\and even have the CVS available .\\Good job SUN!  You're headed in the right direction!\\Here's the only problem:\\""We are releasing the source code for the j3d-core and vecmath projects u ...\\"
"4","Reverse Psychology","\\I really hope SUN doesn't Open Source Java at JavaOne this year.  It would be a\terrible decision and seriously hurt the tech industry.  Also, it would hurt SUN\and I'm sure their responsible enough to realize this.\\(Lets hope that works!)\\"
"4","Kerry's Disgusting Ad","\\A few days ago Kerry sent around this ad:\\""Yesterday, the Bush-Cheney campaign, losing any last sense of decency, placed\a disgusting ad called ""The Faces of John Kerry's Democratic Party"" as the\main feature on its website. Bizarrely, and without explanation, the ad places\Adolf Hitler among those faces.""\\""The Bush-Cheney campaign must pull this ad off of its website. The use of\Adolf Hitler by any campaign, politician or party is simply wrong.""\\Which of course is a mistake.  I went and downloaded the video (which is just\stupid btw.  Not a masterpiece by any means.) and there are shots of Hitler in\there, but only from the MoveOn contest from a few months back.\\Here's the problem.  The ...\\"
"4","What would Baby Jesus Think?","\\""On Tuesday, Cheney, serving in his role as president of the Senate, appeared in\the chamber for a photo session. A chance meeting with Sen. Patrick J. Leahy\(Vt.), the ranking Democrat on the Judiciary Committee, became an argument about\Cheney's ties to Halliburton Co., an international energy services corporation,\and President Bush's judicial nominees. The exchange ended when Cheney offered\some crass advice.\\'Fuck yourself,' said the man who is a heartbeat from the presidency.""\\Wonder what the moral majority has to say about this?\\It isn't profanity!  Its a freedom praise!\\"
"4","Americans and Freedom","\\""When we Americans first began, our biggest danger was clearly in view: we knew\from the bitter experience with King George III that the most serious threat to\democracy is usually the accumulation of too much power in the hands of an\Executive, whether he be a King or a president. Our ingrained American distrust\of concentrated power has very little to do with the character or persona of the\individual who wields that power. It is the power itself that must be\constrained, checked, dispersed and carefully balanced, in order to ensure the\survival of freedom. In addition, our founders taught us that public fear is the\most dangerous enemy of democracy because under the right circumstances it ...\\"
"4","Why Windows isn't Unix","\\""I first heard about this from one of the developers of the hit game SimCity, who\told me that there was a critical bug in his application: it used memory right\after freeing it, a major no-no that happened to work OK on DOS but would not\work under Windows where memory that is freed is likely to be snatched up by\another running application right away. The testers on the Windows team were\going through various popular applications, testing them to make sure they\worked OK, but SimCity kept crashing. They reported this to the Windows\developers, who disassembled SimCity, stepped through it in a debugger, found\the bug, and added special code that checked if SimCity was running, and if it\did ...\\"
"4","Microsoft, IE and Bloat","\\Zawodny  threads off of Scoble  on the IE issue:\\""I have to say, when I first read that I nearly fell off my chair laughing. I was\thinking ""how stupid ARE these IE guys?!?!?!"" But we all know that Microsoft is\full of smart people who care about what they're doing. So something really\doesn't compute here.""\\""Last time I checked, IE wasn't even close to feature parity with Mozilla's\browsers. No popup blocking, no tabbed browsing, etc.""\\""Does the IE team really not know what their product is missing?""\\Perhaps.  It's highly likely that they just don't know.\\The bigger issue here is that Microsoft products can't fail and they can't\succeed.  Microsoft has 40-50 billion in the bank.  There ...\\"
"4","DRM is doubleplus good for business, Congress advised","The Budget Office and the case of the disappearing public interest"
"4","HP: The Adaptive Enterprise that can't adapt","&lt;strong&gt;Opinion&lt;/strong&gt; SAP hardly to blame"
"4","Buffy the Censor Slayer","&lt;strong&gt;Letters&lt;/strong&gt; Readers drive stake through parents' group"
"4","Ashlee Vance: the readers have spoken","&lt;strong&gt;Poll results&lt;/strong&gt; Bright news for resident &lt;em&gt;Reg&lt;/em&gt; ladyboy"
"4","&lt;em&gt;El Reg&lt;/em&gt; pledges to name BSA antipiracy weasel","&lt;strong&gt;Competition&lt;/strong&gt; Get those suggestions in"
"4","Wireless net to get speed boost","Wireless computer networks could soon be running 10 times faster than they do now."
"4","Watchdog rules over broadband ","The UK's ad watchdog rules over which net connections can be described as full speed broadband."
"4","GameBoy mini-games win prize","A set of GameBoy micro-games is named as the most innovative game of the year at a festival in Scotland."
"4","Microsoft takes down SP2 sharers","Microsoft is stopping people getting hold of a key security update via net-based file- sharing systems."
"4","Long-awaited Doom 3 hits the UK","Doom 3 goes on sale in the UK at a time of renewed concerns over violence in video games."
"4","Britons embrace digital lifestyle","People in the UK are spending more time and money going digital, says communications watchdog Ofcom."
"4","PlayStation potential to learning","The PlayStation games console could be developed into a learning tool for children, says a Northumberland head teacher."
"4","'Invisible' technology for Olympics","Getting the technology in place for Athens 2004 is an Olympic task in itself."
"4","Satellite boosts Olympic security","An enhanced satellite location system aims to help Olympic security guards react more quickly to emergencies."
"4","3D holograms to crack forgeries","A 3D hologram technique could transform how experts spot forged signatures and other handwritten documents."
"4","Video games 'good for children'","Computer games can promote problem-solving and team-building in children, say games industry experts."
"4","Fake goods tempting young adults","Young people are increasingly happy to buy pirated goods or illegal download content from the net, a survey shows."
"4","Catwoman far from perfect","The Catwoman game is a major disappointment that feels like a pointless tie-in with the film."
"4","'Madden,' 'ESPN' Football Score in Different Ways"," PROVIDENCE, R.I. (Reuters) - Was absenteeism a little high  on Tuesday among the guys at the office? EA Sports would like  to think it was because ""Madden NFL 2005"" came out that day,  and some fans of the football simulation are rabid enough to  take a sick day to play it."
"4","AOL to Sell Cheap PCs to Minorities and Seniors"," NEW YORK (Reuters) - America Online on Thursday said it  plans to sell a low-priced PC targeting low-income and minority  households who agree to sign up for a year of dialup Internet  service."
"4","Microsoft to Introduce Cheaper Version of Windows"," SEATTLE (Reuters) - Microsoft Corp. &lt;MSFT.O&gt; said it will  begin selling a stripped-down, low-cost version of its Windows  XP operating system in the emerging markets of Indonesia,  Malaysia and Thailand in order to spread the use of computing  and develop technology markets."
"4","Companies Approve New High-Capacity Disc Format"," LOS ANGELES (Reuters) - A group of consumer electronics  makers said on Wednesday they approved the format for a new  generation of discs that can store five times the data of DVDs  at the same cost -- enough to put a full season of ""The  Sopranos"" on one disc."
"4","Missing June Deals Slow to Return for Software Cos."," NEW YORK (Reuters) - The mystery of what went wrong for the  software industry in late June when sales stalled at more than  20 brand-name companies is not even close to being solved  although the third quarter is nearly halfway over."
"4","Microsoft Upgrades Software for Digital Pictures"," SEATTLE (Reuters) - Microsoft Corp. &lt;MSFT.O&gt; released on  Tuesday the latest version of its software for editing and  organizing digital photographs and images to tap into  widespread demand for digital cameras and photography."
"4","Google to Pay Yahoo to Settle Patent Dispute"," SEATTLE (Reuters) - Google Inc. &lt;GOOG.O&gt; on Monday again  boosted the number of shares it plans to sell in its initial  public offering, saying it will issue 2.7 million shares to  Yahoo Inc. &lt;YHOO.O&gt; to settle a lawsuit over technology used to  display ads."
"4","A Digital Doctor Treats Computer Contamination","Unfortunately for users, computer equipment manufacturers and resellers don't adequately inform Windows users of the risks involved in accessing the Internet without proper security measures.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
"4","'SP2' a Must With XP Use","Service Pack 2, ""SP2"" for short, aims to stop viruses, worms, browser hijackings and worse by including security features that people have to add and adjust on their own. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/b&gt;&lt;/font&gt;"
"4","Putting Your Own Stamp On All Your Parcels","Fido the Stamp is here. Well, he could be -- all it takes is for one dog owner to snap a digital photo of his beloved pooch, submit it to the Stamps.com Web site and order personalized postage. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Leslie Walker&lt;/b&gt;&lt;/font&gt;"
"4","Internet Challenges Face-to-Face Mingling","At Bungalow Billiards in Chantilly on Wednesday, about a dozen single parents from Northern Virginia gathered at happy hour to mingle, eat and drink. All were divorced or widowed members of the Fairfax chapter of Parents Without Partners."
"4","Forecast: Plenty of Activity On the Weather Blog Front","If it's possible to love something just because it could visit torrents upon the Washington region, fling hail from the skies and swell streams into rivers, then Jason Samenow is smitten."
"4","Google Starts Auction","Company launched the biggest electronic auction of stock in Wall Street history Friday but warned that it could face legal liability from a Playboy magazine interview in which some aspects of the Internet search engine's performance were overstated. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
"4","Bids Placed Despite Mixed News","Umesh Patel, a 36-year old software engineer from California, debated until the last minute."
"4","Antitrust Lawyer Takes Helm at FTC","As Deborah P. Majoras takes over the Federal Trade Commission on Monday, she's expected to build on the broad agenda set by her predecessor, Timothy J. Muris."
"4","GAO Calls Stryker Too Heavy for Transport","The Army's new medium-weight armored vehicle, the Stryker, weighs so much that it curtails the range of C-130 military cargo aircraft that carry it and under certain conditions make it impossible for the planes to take off, a new report for Congress found."
"4","BioVeris Settles 2 Lawsuits Against Chief Executive's Son","BioVeris Corp. announced yesterday that it settled two lawsuits against Jacob N. Wohlstadter, its chief executive's son, whom the company had accused of spending millions of dollars on cars and real estate to sabotage a joint venture he ran so he could purchase it for a bargain price."
"4","Google: Now Playboy's Latest Bunny","Investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of Google Inc. continue to do things like show up in Playboy magazine around the same time their company is going public. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;"
"4","EBay Buys Stake in Craigslist","Internet auctioneer eBay Inc. said Friday it acquired a 25 percent stake in craigslist, an online community of classified ads and forums. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-Associated Press&lt;/B&gt;&lt;/FONT&gt;"
"4","Blog Interrupted","The instant message blinked on the computer at Jessica Cutler's desk in the Russell Senate Office Building. ""Oh my God, you're famous."""
"4","Hungry world 'must eat less meat'","People will need to eat more vegetables and less meat because of dwindling water supplies, scientists say."
"4","Hopes soar for solo record plane","Richard Branson says the Virgin Global Flyer is looking good for its solo trip around the world without refuelling."
"4","Arctic team reaches destination","A team of British explorers, who are retracing the steps of a Victorian  pioneer, have reached Thom Bay."
"4","Shuttle camera to watch fuel tank","The space shuttle's external fuel tank, implicated in the 2003 Columbia disaster, is to get its own camera."
"4","Hubble peers at celestial bubble","The Hubble Space Telescope has looked into a bubble of gas and dust being inflated by a young star's particles."
"4","Bacteria gives coral orange glow","Orange coral common to the Caribbean has bacteria to thank for its hue, say US marine scientists."
"4","Honey bees close museum ","A Worcestershire museum is forced to close for several weeks while a swarm of honey bees is removed."
"4","Clouds dash Perseids show","The annual Perseid meteor shower could provide a ""spectacular"" show, despite a disappointing start."
"4","Worms may slow Parkinson's","A protein which helps increase lifespan in worms offers hope for new Parkinson's and Alzheimer's treatments."
"4","Nasa help for stem cell study","UK tissue engineering experts are teaming up with NASA to find treatments for diseases back on Earth."
"4","TB test to slash infection rates","A rapid and accurate test for TB could cut infection rates around the world, say experts."
"4","Scientists given cloning go-ahead","The first request by British scientists to clone human embryos has been granted by experts."
"4","Vandals damage bird reserve","A disturbance free zone for nesting birds is put at risk by vandals who cut down the boundary fence."
"4","Heat waves set to become 'brutal'","Heat waves in the 21st Century will be more intense, more frequent and longer, US experts say."
"4","Monkeys test 'hardworking gene'","Scientists in the United States find a way to turn lazy monkeys into workaholics using gene therapy."
"4","Hearing clue to whale evolution","The evolution of whales from four-legged land dwellers into streamlined swimmers has been traced in fossilised ears, Nature reports."
"4","News: NASA Extends TRMM Operations Through 2004 Hurricane Season","NASA will extend operation of the Tropical Rainfall\Measuring Mission (TRMM) through the end of 2004, in light of a\recent request from the National Oceanic and Atmospheric\Administration (NOAA)."
"4","News: Climate Change Could Doom Alaska's Tundra","In the next 100 years, Alaska will experience a massive loss of its historic tundra, as global warming allows these vast regions of cold, dry, lands to support forests and other vegetation that will dramatically alter native ecosystems. (Oregon State University press release)"
"4","News: How Strongly Does the Sun Influence the Climate?","Researchers have shown that the Sun can be responsible for, at most, only a small part of the warming over the last 20-30 years. (Max Planck Society press release)"
"4","News: New England Forests at Greater Risk from Air Pollution","When it comes to forests, air pollution is not an equal opportunity hazard. While dirty air spreads across large areas of the New England region, it's more scattered in the southeastern part of the United States. (University of Wisconsin-Madison press release)"
"4","News: Warmer Weather, Human Disturbances Interact to Change Forests","While a rapidly changing climate may alter the composition of northern Wisconsin's forests, disturbances such as logging also will play a critical role in how these sylvan ecosystems change over time. (University of Wisconsin-Madison press release)"
"4","News: Duke Study Disputes Idea that Trees Can 'Relocate' Quickly in Response to Climate Change","In a study with implications for how North American trees might respond to a changing climate, molecular information collected by Duke University researchers refutes a widely accepted theory that many of the continent's tree species migrated rapidly from the deep South as glaciers retreated at the end of the last Ice Age. (Duke University press release)"
"4","News: Droughts Like 1930s Dust Bowl May Have Been Unexceptional in Prehistoric Times, New Study Suggests","Events like the great Dust Bowl of the 1930s, immortalized in ""The Grapes of Wrath"" and remembered as a transforming event for millions of Americans, were regular parts of much-earlier cycles of droughts followed by recoveries in the region, according to new studies by a multi-institutional research team led by Duke University. (Duke University press release)"
"4","News: New Study to Investigate Demise of Coral Reef Ecosystems","Scientists are embarking on a project which will explore how global warming is devastating one of the world's most diverse ecosystems, coral reefs. (University of Newcastle press release)"
"4","Natural Hazards: Typhoon Rananim","The MODIS instrument aboard NASA's Terra satellite captured this true-color image of Typhoon Rananim on August 12 at 2:40 UTC."
"4","Horseflies and Meteors","Like bugs streaking colorfully down the side window of a moving car, Earthgrazing Perseid meteors could put on a pleasing show after sunset on August 11th."
"4","Spinning Brains","One day, astronauts could zip across the solar system in spinning spaceships.  How will their brains adapt to life onboard a twirling home where strange  quot;Coriolis forces quot; rule?"
"4","What Neil   Buzz Left on the Moon","A cutting-edge Apollo 11 science experiment left behind in the Sea of Tranquility is still running today."
"4","Voyager 1, Prepare for Action","At the outer limits of our solar system, a solar shock wave is about to overtake NASA's Voyager 1 spacecraft."
"4","Saturn Hailstorm","When Cassini reached Saturn On June 30th, it dashed through a gap in Saturn's rings, twice. One of onboard science instruments recorded a flurry of ring-dust harmlessly striking the spacecraft.\\"
"4","Dino-Size Spurt: T. Rex Teens Gained 5 Pounds a Day","New analysis of fossil bones indicates that adolescent &lt;i&gt;Tyrannosaurus rex&lt;/i&gt; dinosaurs grew extremely rapidly, quickly reaching gigantic size."
"4","Fossils Show How Whales Evolved to Hear Underwater","Whale fossils found with tiny ear bones reveal for the first time how the ancestors of whales and dolphins developed their acute underwater hearing."
"4","Real ""Danny Deckchairs"" Soar With Just a Seat and Some Balloons","In the new movie &lt;i&gt;Danny Deckchair,&lt;/i&gt; a truck driver ties party balloons to a chair and flies away. It's called cluster ballooning, and believe it or not, it's a real sport."
"4","""Unusually Good"" Meteor Shower Expected Tonight","Tonight's annual Perseid meteor shower is likely to be a spectacular show of shooting stars zipping across the night sky, according to astronomers."
"4","""Monster"" Waves Suprisingly Common, Satellites Show","Rogue waves #151;eight or more stories or higher #151;are freaks of the ocean once thought to be tall tales told by sailors. But now scientists have satellite evidence that the massive upwellings are not only real but also fairly common."
"4","Ancient Olympians Followed ""Atkins"" Diet, Scholar Says","What did the first Olympians eat? Food historians are scouring ancient texts to find out."
"4","U.S. Warrior Arms Africans to Hunt Sudanese Poachers","Armed poachers from Sudan have been raiding and destroying neighboring Central African Republic's wildlife resources for years. Now, with the help of a militant U.S. conservationist, the CAR populace is arming and training itself to fight back."
"4","Ancient Olympics Mixed Naked Sports, Pagan Partying","Nude athletes, performance-enhancing lizard meat, and animal sacrifices are just a few of the things that separate the ancient Olympics from the modern games, says the author of &lt;i&gt;The Naked Olympics.&lt;/i&gt;"
"4","Travel Column: Offsetting Air Travel's Greenhouse Impact","Global warming is threatening travel destinations worldwide. What's more, travelers themselves are contributing to it. Find out what you can do about it."
"4","Magma Surge Moves Nevada Mountain, Study Says","Why did a Lake Tahoe-area peak move dramatically late last year? A new report says magma deep below surged upward, forcing the mountain to rise."
"4","266 Chimps From Lab Adopted by Florida Refuge","With an influx of chimps previously used as laboratory animals, Florida's Center for Captive Chimpanzee Care is transforming into the largest chimp sanctuary in the world #151;almost overnight."
"4","Locusts Inspire Technology That May Prevent Car Crashes","Locusts are commonly associated with plagues, food shortages, and death. But they are also inspiring what may be the next wave in lifesaving collision-avoidance systems."
"4","Progress Supply Ship Docks with Space Station","NASA -- An unpiloted Russian cargo ship linked up the International Space Station this morning to deliver almost three tons of food, fuel, oxygen, water and supplies to the residents onboard.     The ISS Progress 15 craft automatically docked to the aft port of the Zvezda Service Module at 12:01 a.m..."
"4","Building Dedicated to Space Shuttle Columbia Astronauts","By BILL KACZOR    PENSACOLA, Fla. (AP) -- A former dormitory converted to classrooms at the Pensacola Naval Air Station was dedicated Friday to two Columbia astronauts who were among the seven who died in the shuttle disaster Feb..."
"4","Undersea Habitat Becomes Experimental Space Hospital","NASA -- The days of doctors making house calls may seem like ancient history for most patients in North America, but in October, three astronauts and a Canadian doctor will test the latest concepts in long-distance house calls using a unique underwater laboratory.     The ability to conduct long-distance health care such as telemonitoring and telerobotic surgery could be key to maintaining the wellness of future spacefarers and responding to medical emergencies on the International Space Station, the moon or Mars..."
"4","How Mars Fooled the World","The famous Orson Welles' radio broadcast of ""The War of the Worlds"" is about to hit the big screen, as film moguls Spielberg and Cruise bring the H.G. Wells' classic back into the popular imagination. Are we so clever today not be duped?"
"4","Chandra Catches Early Phase of Cosmic Assembly","Chandra X-Ray Observatory -- A NASA Chandra X-ray Observatory image has revealed a complex of several intergalactic hot gas clouds in the process of merging.     The superb Chandra spatial resolution made it possible to distinguish individual galaxies from the massive clouds of hot gas..."
"4","Hubble Peers Inside a Celestial Geode","Hubble Space Telescope -- In this unusual image, NASA's Hubble Space Telescope captures a rare view of the celestial equivalent of a geode  a gas cavity carved by the stellar wind and intense ultraviolet radiation from a hot young star.    Real geodes are baseball-sized, hollow rocks that start out as bubbles in volcanic or sedimentary rock..."
"4","Saturn's Moon Titan: Prebiotic Laboratory","by Harry Bortman    In this second and final part of the interview, Lunine explains how Huygens may help scientists understand the origin of life on Earth, even if it doesn't detect life on Titan.    Astrobiology Magazine -- Titan is the only moon in our solar system with an atmosphere, and it is the organic chemistry that has been detected in that atmosphere that has sparked the imagination of planetary scientists like Lunine..."
"4","Sharpest Image Ever Obtained of a Circumstellar Disk Reveals Signs of Young Planets","MAUNA KEA, Hawaii -- The sharpest image ever taken of a dust disk around another star has revealed structures in the disk which are signs of unseen planets.     Dr..."
